0,0.40440788012082396
1,1.8975114816467151
2,4.173492689652271
3,9.249359648245955
4,16.563154723673613
5,24.14676787762427
6,36.341481117986966
7,49.789978045727295
8,63.323030000195814
9,80.55564761008381
10,99.95161791353013
11,121.74187995500625
12,143.4427278174384
13,168.48068129744925
14,195.03304654872406
15,225.14550746537267
16,256.9551545348679
17,288.82344857910664
18,18.244739760982075
19,60.332489325728886
20,399.0578444424949
21,441.25675454789024
22,484.7319100341003
23,529.5360471428515
24,576.9715524788577
25,625.8090808247249
26,675.4307345484368
27,729.1413547293387
28,784.4080045189212
29,841.8690195826061
30,900.2317953117159
31,961.9074271861333
32,1023.8247205245849
33,1088.0599835934713
34,1156.384791837024
35,1224.30243861127
36,1296.6332428004275
37,1368.1385491141555
38,1444.63911076033
39,1520.7248607024608
40,19.15256220164876
41,1680.5782196880464
42,1763.2875186456158
43,1848.9045851826945
44,1935.5810371035266
45,2024.6843797480421
46,2116.4732818279676
47,2209.814055007393
48,2304.9785772549108
49,2401.48692800072
